578	0	579
578	0	580
578	0	581
578	0	582
578	0	583
578	0	584
578	0	585
578	0	586
578	0	587
578	0	588
578	0	589
578	0	590
578	0	591
578	0	592
578	0	593
578	0	594
578	0	595
578	0	596
578	0	597
578	0	598
578	0	599
578	0	600
578	0	601
578	0	602
578	0	603
578	0	604
578	0	605
578	0	606
578	0	607
578	0	608
578	0	609
578	0	610
578	0	611
578	0	612
578	0	613
578	0	614
578	0	615
578	0	616
578	0	617
578	0	618
578	0	619
578	0	620
578	0	621
578	0	622
578	0	623
578	0	624
578	0	625
578	0	626
578	0	627
578	0	628
578	0	629
578	0	630
578	0	631
578	0	632
578	0	633
578	0	634
578	0	635
578	0	636
578	0	637
578	0	638
578	0	639
578	0	640
578	0	641
578	0	642
578	0	643
578	0	644
578	0	645
578	0	646
578	0	647
578	0	648
578	0	649
578	0	650
578	0	651
578	0	652
578	0	653
578	0	654
578	0	655
578	0	656
578	0	657
578	0	658
578	0	659
578	0	660
578	0	661
578	0	662
578	0	663
578	0	664
578	0	665
578	0	666
578	0	667
578	0	668
578	0	669
578	0	670
578	0	671
578	0	672
578	0	673
578	0	674
578	0	675
578	0	676
578	0	677
578	0	678
578	0	679
578	0	680
578	0	681
578	0	682
578	0	683
578	0	684
578	0	685
578	0	686
578	0	687
578	0	688
578	0	689
578	0	690
578	0	691
578	0	692
578	0	693
578	0	694
578	0	695
578	0	696
578	0	697
578	0	698
578	0	699
578	0	700
578	0	701
578	0	702
578	0	703
578	0	704
578	0	705
578	0	706
578	0	707
578	0	708
578	0	709
578	0	710
578	0	711
578	0	712
578	0	713
578	0	714
578	0	715
578	0	716
578	0	717
578	0	718
578	0	719
578	0	720
578	0	721
578	0	722
578	0	723
578	0	724
578	0	725
578	0	726
578	0	727
578	0	728
578	0	729
578	0	730
578	0	731
578	0	732
578	0	733
578	0	734
578	0	735
578	0	736
578	0	737
578	0	738
578	0	739
578	0	740
578	0	741
578	0	742
578	0	743
578	0	744
578	0	745
578	0	746
578	0	747
578	0	748
578	0	749
578	0	750
578	0	751
578	0	752
578	0	753
578	0	754
578	0	755
578	0	756
578	0	757
578	0	758
578	0	759
578	0	760
578	0	761
578	0	762
578	0	763
578	0	764
578	0	765
578	0	766
578	0	767
578	0	768
578	0	769
578	0	770
578	0	771
578	0	772
578	0	773
578	0	774
578	0	775
578	0	776
578	0	777
578	0	778
578	0	779
578	0	780
578	0	781
578	0	782
578	0	783
578	0	784
578	0	785
578	0	786
578	0	787
578	0	788
578	0	789
578	0	790
578	0	791
578	0	792
578	0	793
578	0	794
578	0	795
578	0	796
578	0	797
578	0	798
578	0	799
578	0	800
578	0	801
578	0	802
